ID,SENTENCE,ANNOTATION,LABEL,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,SET,IN_DEV_SET,gpt-4o_long-german-wv,gpt-4o_long-wv,gpt-4o_medium,gpt-4o_short,Qwen2.5-32B_short,Qwen2.5-32B_medium,Qwen2.5-32B_long,Qwen2.5-32B_long-german,Qwen2.5-3B_short,Qwen2.5-3B_medium,Qwen2.5-3B_long,Qwen2.5-3B_long-german,Qwen2.5-7B_short,Qwen2.5-7B_medium,Qwen2.5-7B_long,Qwen2.5-7B_long-german,gemma2:2b_short,gemma2:2b_medium,gemma2:2b_long,gemma2:2b_long-german,gemma2:9b_short,gemma2:9b_medium,gemma2:9b_long,gemma2:9b_long-german,gemma2:27b_short,gemma2:27b_medium,gemma2:27b_long,gemma2:27b_long-german
374,Dazu die Straße bei Zugang zum Wirtschaftsweg als altenative zur Bundesstraße queren und in den abzweigenden Grasweg einfahren.,nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
375,Mücheln ist zum einen über die Landesstraßen K 2125 und L 156 von der Abzweig auf die K 2125 L 50 (ehemals B6) oder der Bundesautobahn 14 und aus erreichbar.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
376,"Die Autobahn A 3 führt parallel zum Rhein durch das Ortsgebiet, günstigste Abfahrt ist die 5 ""Hamminkeln"" auf die B473. Außerdem gibt es noch die Bundesstraßen 8 und 70.",nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False
377,"Hier liegt auch der Ashkeluna Aqua Park mit Wasserrutschen, etc.",ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False
378,Auch werden in einem Museum Kriegswaffen ausgestellt.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
379,"Der Park bietet viele Aktivitäten wie Wandern, Angeln und Bootfahren an.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
380,"Als Islas Malvinas von Argentinien beansprucht, waren sie 1982 Schauplatz eines Waffengangs zwischen beiden Ländern.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,"Snæfellsjökull-Nationalpark: im Nordwesten. . Vatnajökull-Nationalpark: (Vatnajökulsþjóðgarður), größter Nationalpark mit dem Gletscher Vatnajökull. .",teilweise,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False
382,"Kasos Dorf: die Hauptstadt der Insel mit einem Pier, an dem Fähren von Rhodos anlegen.",nein,0,,,,set_1_wv,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False
383,"Die Stadt- und Kulturgeschichte Berlins und der Mark Brandenburg wird mit Dokumenten und Modellen, sowie Kunst, Kunsthandwerk und Kunstgewerbe dargestellt. .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
384,Anfahrt am besten über die Bullmannaue zum Parkplatz B.,nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
385,"Vom Hauptbahnhof gibt es keine Direktverbindung, man kann aber mit jeder S-Bahn in östlicher Richtung (S3, S5, S7, S9) zum Alexanderplatz fahren und dort in die U2 umsteigen.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
386,Ab Lausanne-Ouchy verkehren ganzjährig durch die CGN betriebene Personenfähren unter dem Begriff NaviMobilité direkt über den See nach Évian-les-Bains (Linie N1) und Thonon-les-Bains (Linie N2).,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
387,"Sie führt am Nordufer neben der Linkstraße entlang nach Delecke und über die Brücke der B 229 zum Parkplatz Delecke Süd, dann den ganzen Hevearm (Nördlicher Randweg) entlang (hier als Naturpromenade mit Info-Pfählen), über den Damm zum Vorbecken und im Bogen zurück (Südlicher Randweg) zur Staumauer.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
388,Etwa 40 Kreuzfahrtschiffe kommen jährlich zur Insel Hvar.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
389,"Der Fernbusbahnhof verfügt über 14 Bussteige und wurde am 09. April 2019 komplett eröffnet, im Jahr 2016 wurde er mit drei Bussteigen teileröffnet, welche jedoch aufgrund der Bauarbeiten bis zur Kompletteröffnung nicht befahrbar waren, daher mussten die Fernbusse bis zur Kompletteröffnung an den Haltestellen im Straßenbereich der Stuttgarter Straße und der Mannheimer Straße halten.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,"Heute beherbergt Imaret das Kirchenmuseum mit Ausstellungsstücken wie Ikonen, Gewändern, Artefakten und Manuskripten.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
391,"Wer mehr bergab fahren möchte, für den bietet sich ein Tourstart am Bahnhalt Korbach-Süd auf etwa 380 m Höhe an.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
392,"Gut erreichbar ist der Flughafen Flughafen Marseille mit Verbindungen nach zahlreichen internationalen Destinationen, im neuen Terminal MP2 werden low-cost-Verbindungen abgewickelt.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
393,Linköping ist aber nahe bei Flughafen Stockholm- Arlanda.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
394,"Vom Wanderparkplatz an der Akamas-Piste kann man zum Parkplatz direkt vor dem Schluchteingang fahren, wenn keine Rundtour geplant ist.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
395,"Souda liegt in der Bucht von Souda, sie wird gebildet von der Nordküste von Kreta und der Halbinsel Akrotiri.",nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False
396,Der Flughafen Hamburg ist der nächstgelegene Verkehrsflughafen mit internationalen Verbindungen (etwa 127 km) .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
397,"Von der Terrasse hat der Besucher einen eindrucksvollen Blick über die Stadt und das Mittelmeer mit den Inseln Ratonneau, Pomègues und dem Château d'If. .",ja,1,,,,set_1_wv,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
398,"Kulturpark am Tollensesee mit Gastronomie, Bootsverleih und Streichelzoo: der Park als Naherholungsgebiet zwischem dem Ufer des Tollensesee und dem Friedrich Engels-Ring wurde im Rahmen des Wiederaufbaus der zerstörten Innenstadt angelegt.",teilweise,0,,,,set_1_wv,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False
399,Als etwaiges Gründungsjahr Schwarzenbergs und Ausgangspunkt für die 850-Jahr-Feier der Stadt 2000 wurde das Jahr 1150 festgelegt.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400,Stratos: In der Antike Hauptstadt der Akarnanische Liga und bedeutendes Heiligtum des Zeus.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
401,Im Westen wird die Stadt durch den Damietta-Nilarm begrenzt.,nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False
402,Restaurants befinden sich auf der Schlossinsel.,ja,1,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False
403,"Die gesamte Athoshalbinsel war bis 1963 mit einem filigranen Netz von Maultierpfaden überzogen, es gab keine Fahrzeuge bzw. fahrzeugtaugliche Straßen.",ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
404,Dieser ist mit einem Bahnhof an das Schweizerische Eisenbahnnetz angebunden.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,Blois ist eine schmucke Stadt mit rund 46.000 Einwohnern und Sitz der Präfektur des Départements Loir-et-Cher in der französischen Region Centre-Val de Loire.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
406,"Zudem gibt es auch zahlreiche kulinarische Andenken an die Wallfahrtsstadt, wie zum Beispiel Schnaps, Bier und Honigkuchen.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407,"Im Park befinden sich eine Orangerie, ein Lusthäuschen und andere Bauten.",ja,1,,,,set_1_wv,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
408,"Slope Point: Der südlichste Punkt der Südinsel, auf dem Gelände einer Schaffarm.",ja,1,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False
409,"Musiktage Mondsee: Ein weit über die Grenzen des Mondseelandes hinaus bekanntes und renommiertes Kammermusikfestival, jährlich Ende August/Anfang September.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
410,"Lamezia Terme Airport oder Sant'Eufemia International Airport, ist der nächstgelegene Flughafen zu San Fili.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
411,"Reisende aus den deutschsprachigen Ländern benutzen in der Regel die Fährverbindungen, die im Norden der Insel in Olbia anlanden.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False
412,"Vom Busbahnhof an der Strasse R 50 verkehren die Busse nach Amman (ca. 2 JOD) und in südlicher Richtung nach Aqaba, Tafilah und Ma'an (von dort aus weiter nach Petra).",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
413,Rund um den Park liegen die Gebäude des Hauptcampus der New York University.,ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
414,"An den Berghängen um Kodaikanal gibt es zumindest Bisons (Gaur) und Leoparden, vielleicht aber noch gefährlichere Tiere wie Tiger und Elefant.",ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
415,Leihwagen: Es gibt reichlich Autovermietungen auf der Insel.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
416,"Der Bereich in der Ludwigsvorstadt zwischen Hauptbahnhof und Stachus gehört eigentlich noch zu Münchens Fußgängerzone, hier befindet sich mit dem Karstadt Bahnhofplatz und seinen 40.000 Quadratmetern Verkaufsfläche auch einer der ganz großen Münchner Konsumtempel.",ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
417,"Mit seinen 25 Metern Höhe diente der Turm als Verteidigungsbollwerk, sowie als Wohnung und Arbeitsplatz eines Stadtwächters, der einen uneingeschränkten Blick über die verwinkelte Fachwerkstadt und in Richtung der Ebene des Elsass hatte.",nein,0,,,,set_1_wv,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False
418,"Innerhalb des Parks gibt es zwei Ferien Resorts, das Forever Resort Blyde Canyon und das Forever Resort Swadini .",teilweise,0,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
419,Aufgrund der schlechten Qualität der Straße bietet sich Fahrradfahren nicht an.,teilweise,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,"Von dort aus führt die Straße dann noch auf 13 km über Berg, Issigau, Hölle nach Lichtenberg.",nein,0,,,,set_1_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
421,"Der Flughafen Strasbourg ist ca. 60 km, der Flughafen Karlsruhe/Baden-Baden ca. 80 km entfernt.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
422,Über der Stadt die imposante Ruine der Burg Kohren aus dem Hochmittelalter.,ja,1,,,,set_1_wv,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
423,"Seit 1986 besteht der Ahnepark, ein Landschaftspark mit einer Gesamtfläche von rund 9 ha im Zentrum des Ortes.",ja,1,,,,set_1_wv,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
424,Heute beherbergt es zwei Museen.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425,Wandern im Wienerwald nördlich der Stadt sowie in den Bergen südlich der Stadt. . Tennisplatz und Sportplatz .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False
426,"Die Auto-Stadt des Volkswagen-Konzerns gehrt zu den größten Sehenswürdigkeiten der Stadt, daneben aber zieht das Phaeno Zentrum für Naturwissenschaft und Technik vor allem auch jüngere Menschen, Familien und Schulklassen in die Stadt.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
427,Von dort aus hat man einen weiten Blick über fast alle Jungferninseln.,ja,1,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
428,"Das Museum ist seit Jahren geschlossen, das Außengelände frei zugänglich.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
429,Villagio Tre Capitelli vermietet eine Vielzahl von Ferienwohnungen innerhalb der Anlage und rund um den See.,teilweise,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False
430,Archäologische Ausgrabungen in der Barataschwili-Straße .,ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
431,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,ja,1,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
432,Fünfmal am Tag fährt der Lyntog sogar durchgängig von Frederikshavn (gut 2½ Std.) und Hjørring auf der nordjütischen Insel Vendsyssel-Thy.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
433,"So wird im allgemeinen angenommen, dass die Stadt im 4. Jhdt. n. Chr. gegründet und etwa 900 n. Chr. wieder verlassen wurde und dabei im Schatten von Yaxchilán stand.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
434,"Themen sind die Sankt Margarethen-Kirche mit Escheberger Grabkapelle, die Kriegsgräberstätte, die Hügelgräber, der Jüdische Friedhof, das Kriegerdenkmal und der Gemeindefriedhof.",nein,0,,,,set_1_wv,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False
435,Der Norden und der Westen haben eine lange Küste an der Nordsee.,ja,1,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False
436,Kinabalu Pine Resort: Empfehlenswertes Resort mit Blick auf die Berge des Nationalparks. .,ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False
437,Naturschönheiten genießen vor allem im Nationalpark.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
438,"Katholische Kirche: Zwischen dem Neumarkt und der Altstadt, stammt von 1905.",ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
439,"Weilburg ist eine Stadt im Lahntal zwischen Westerwald und Taunus, gelegen im Bundesland Hessen.",nein,0,,,,set_1_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
440,"Santos, 500.000 Einwohner, Hafen- und Strandmetropole bei São Paulo .",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
441,Diese überquert man und folgt nun dem rechten der beiden Feldwege (Richtung: Geradeaus) für fast drei Kilometer bis zum Sportplatz von Schlosshof.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False
442,"In Flöha kreuzt die B 173 Chemnitz–Freiberg die B 180 von Frankenberg, wo Anschluss an die Ost-West-Autobahn A 4 besteht.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
443,"Der Ort verfügt über Duschen, Umkleideräume und einen schönen Rastplatz mit Bänken.",ja,1,,,,set_1_wv,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
444,"Es gibt in der Stadt 2 Hotels, 13 Motels und 3 Caravan/Camping Parks.",ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False
445,"Im Südteil der Stadt gibt es weniger sichere Viertel wie Roxbury und Dorchester, in die sich Touristen allerdings selten verirren dürften.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False
446,"Es gibt etwa 80 Hostels in der Stadt (Übersicht), viele in La Candelaria.",ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False
447,"Das Berggasthaus Plattenbödeli liegt oberhalb des Sees, in der Nähne die Kapelle Mariae Heimsuchung.",ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
448,Von Pointe-a-Pitre auf den nördlichen Ausfallstraßen durch die Städte Abymes und Morne-A-L'Eau bis zur Straßenkreuzung von Balin (20 km von Pointe-a-Pitre).,ja,1,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
449,Die Stadt liegt südlich der A4.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
450,Die fünftgrößte Stadt Sloweniens bietet viel Historisches und wird durch den Bergbau und die Firma Gorenje geprägt.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
451,Dunkle Straßen in Charlotte Amalie sollte man nachts meiden.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
452,"Gaeta: kleine Hafenstadt (Provinz Latina) mit pittoresker Altstadt, mittelalterliches Kastell, romanischer Dom mit Glockenturm .",ja,1,,,,set_1_wv,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False
453,"In dieser Zeit entstanden die wichtigsten Sehenswürdigkeiten wie der Registan-Platz mit den ihn umgebenden Medressen, die Bibi-Khanum Moschee, die Shahi-Sinda Nekropole, das Gur-Emir-Mausoleum sowie das Ulugh-Bek-Observatorium.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
454,"Der Passo Cimabanche (1.530 m. s.l.M, ) ist ein wenig auffälliger Gebirgspasss an der italienischen Staatsstraße SS 51, diese verbindet Toblach (1.256 m s.l.m.) im Norden und mit 15 Kilometer Entfernung durch das Höhlensteintal mit dem ebenfalls in rund 15 Kilometer Entfernung südlich gelegenen Cortina (1.211 m. s.l.M).",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
455,Der Park liegt im Südosten von Senegal an den Ufern des Gambia-Flusses.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
456,"Bad Schönau, Kurort in der Buckligen Welt, Bezirk Wiener Neustadt Land .",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457,Der Bahnhof von Jenbach im Inntal liegt an der Unterinntalbahn von Kufstein nach Innsbruck.,nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False
458,Weitere lokale Radwege verbinden die Kernstadt mit den Stadtteilen.,ja,1,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
459,Auf der rechten Seite neben der Straße befindet sich ein dreieckiges Gebäude - das Handicraft Centre (tägl.: 10:00-13:00).,ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
460,Coves d'Arta: Die Höhlen liegen hinter der Platja de Canyamel - etwa 10 km con Artà entfernt am Golfplatz von Canyamel vorbei.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False
461,Von dort aus hat man die Möglichkeit jeden Punkt der Insel anzufahren.,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
462,Der nächstgelegene internationale Flughafen befindet sich bei Warschau.,nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
463,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",ja,1,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False
464,Auf der Deutzer Seite beginnt nördlich der Brücke der Rheinpark mit dem Tanzbrunnen.,ja,1,,,,set_1_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
465,"Die Südharzautobahn A 38 Göttingen–Halle (Saale) führt südlich an der Stadt vorbei und hat zwei Ausfahrten, Abfahrt 15 Sangerhausen-West und die Abfahrt 16 Sangerhausen-Süd.",nein,0,,,,set_1_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
466,"Sachsenhausen (Oranienburg), Ortsteil der Stadt Oranienburg, Landkreis Oberhavel, Brandenburg .",nein,0,,,,set_1_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
467,Außerhalb der Stadt liegt das Mitte des 19. Jahrhundert errichtete Fort Medjid Tabija .,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False
468,"Vom Griessee knapp unterhalb der Passhöhe führt der Cornopass durch das Cornotal, vorbei an der Corno - Hütte und hinab zur Nufenenpass-Strasse.",nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
469,Der Flughafen Bodø liegt am südöstlichen Stadtrand und ist mit der Linie 1 und 4 in das Busnetz der Stadt eingebunden.,nein,0,,,,set_1_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False
470,Das traditionsreiche und größte Fest der Stadt findet alljährlich im Juli auf der Liemecke statt und besteht aus Viehschau und Vergnügungspark. .,nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
471,"Seit den Olympischen Spielen hat die Stadt einen immensen touristischen Boom erfahren, der zu Beginn des 21. Jahrhunderts weiterhin ungebrochen ist.",nein,0,,,,set_1_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
