ID,SENTENCE,ANNOTATION,LABEL,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,SET,IN_DEV_SET,gpt-4o_long-german,gpt-4o_long,gpt-4o_medium,gpt-4o_short,gemma2:2b_short,gemma2:2b_medium,gemma2:2b_long,gemma2:2b_long-german,gemma2:9b_short,gemma2:9b_medium,gemma2:9b_long,gemma2:9b_long-german,gemma2:27b_short,gemma2:27b_medium,gemma2:27b_long,gemma2:27b_long-german,Qwen2.5:3B_short,Qwen2.5:3B_medium,Qwen2.5:3B_long,Qwen2.5:3B_long-german,Qwen2.5:7B_short,Qwen2.5:7B_medium,Qwen2.5:7B_long,Qwen2.5:7B_long-german,Qwen2.5:32B_short,Qwen2.5:32B_medium,Qwen2.5:32B_long,Qwen2.5:32B_long-german
2153,"– Wieder auf der Straße, fühlte er sich aber grenzenlos einsam, die Sehnsucht nach Familie überwand alle Bedenken.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2154,"Die nächsten Abende wiederholte sich das Schauspiel der hundert Segelboote, die Hanake suchen sollten und die sich durch den Seenebel verteilten wie hundert weiße Seidenspinnerschmetterlinge, die in einem grauen riesigen Spinnenwebnetz hängengeblieben wären... Jede kleine japanische Stadt eröffnet abends einen Liebesmarkt, der sich Yoshiwara nennt.",nein,0,,,,set_6_gt,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
2155,"Doch dankte dieser und bat höflich um Erlaubniß, im Zimmer auf und ab gehen zu dürfen, wobei ihm denn auch der Bankdirektor sogleich Gesellschaft leistete, die Hände auf dem Rücken verschränkt, in gleichem Schritt und Tritt.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2156,"""""Savinsky,"" rief der Hausherr zum Fenster eilend.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157,"Er hoffte, nach der türkischen Stadt Rustschuk zu entkommen, wohin schon viele von unseren Leuten vor dem Grafen Kamenskij geflohen waren.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2158,"Max zeigte ihr einen Teil der innern Stadt mit ihren alten, malerischen, winkligen Gassen.",teilweise,0,,,,set_6_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False
2159,"Why it was I know not, but the spirit moved me to repeat a tale told to me by a man who had dwelt in the land too long to know better.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2160,"Für die Sprechstunde hatte ihm allerdings die Wirtin das""Bettina-Zimmer"" zur Verfügung gestellt.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2161,"""Fort damit,"" rief Leonew, indem er den Teller so heftig zurückstieß, daß er zur Erde fiel und in Scherben zerbrach,""was soll das, ich bin nicht gesonnen, mit jenem da Gastfreundschaft zu halten, und wenn er wider meinen Willen mein Haus betreten hat, so wird er wohltun, so schnell als möglich dahin wieder zu gehen, woher er gekommen ist!",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2162,"Und hier, in dieser verfluchten Stadt Antwerpen, dem Sammelplatz aller ketzerischen Kanaillen der Welt, wagen sie zu predigen, daß wir die Hostie mit Hundefett büken.",nein,0,,,,set_6_gt,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2163,"Aber die Liebe tust du mir und lösest dich möglichst in Luft und unverbrüchliches Schweigen auf, und nachher, drunten in der Stadt, machst du mich in der übrigen Bekanntschaft nicht lächerlicher, als es unbedingt nötig ist.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2164,Die hintere Tür war nur angelehnt – Mrs. Verriner mußte also schon hier sein.,nein,0,,,,set_6_gt,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,"""Man ging weiter, in das nächste Zimmer.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2166,"Und hier ist es am Platz, zu sagen, daß Flametti keineswegs unvorbereitet um eine Konferenz mit Herrn Schnabel nachsuchte.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2167,Da sind zwei Fenster in dem Zimmer.,ja,1,,,,set_6_gt,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False
2168,Meine Beine lassen mich leider nicht aus dem Zimmer.,nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2169,Ein Berg schwarzen Gebälks lag in dem verwüsteten Garten.,ja,1,,,,set_6_gt,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True
2170,"Wir ließen den Tisch unten stehen und trugen die Leiche die Stiege hinauf an dem Meister vorbei, der zitternd und bebend in seiner Stubentür stand, nach unserer Kammer.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2171,"""Alle drei ließen sich in dem hübschen kleinen Rokokozimmer nieder.",nein,0,,,,set_6_gt,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2172,"Auch in der Geschichte des politischen und sozialen Lebens, der Kunst, der Wissenschaft, des Glaubens sehen wir ja, daß Erschütterungen des bisherigen Gleichgewichts durchaus nicht immer unter die verderblichen Erscheinungen gerechnet werden dürfen; vielmehr ist es klar, daß jede fruchtbare Neuerung, jede wohltätige Neubildung sich nur auf dem Wege eines""Umsturzes"" zu vollziehen vermag, einer Disgregation der Teile und Verschiebung des bisherigen Kräfteparallelogramms.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2173,"Je mehr er sich dem Broletto-Platz, dem Mittelpunkt der Stadt, näherte, desto größere Volksmassen traf er auf seinem Wege.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2174,"Die zweite Hälfte des fünften Jahrhunderts war gekommen, die entsetzliche Zeit, in der die gewaltigsten Stöße die Erde erschütterten.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2175,"Aber wir haben es ihm auch gesagt, und kein Mensch soll es meinem Mann verdenken, daß er ihn erst über den Tisch zog und dann vor die Tür warf.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2176,"In Cristinas Zimmer, in des Pfarrers Zimmer!",,0,,,,set_6_gt,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2177,"K. war aber mit allem einverstanden, wickelte sich in die Decke, setzte sich an den Tisch und begann bei einer Kerze, den Brief nochmals zu lesen.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2178,"“ In ſeinem einfachen Zimmer machte er Licht, zündete die Spirituslampe unter dem Theekeſſel an und reichte mir ſchweigend ein Kiſtchen mit Cigarren.",nein,0,,,,set_6_gt,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2179,"(zur Schreibkraft) Schreib'n S': Zu den wichtigsten Lehren, die wir dem mörderischen Weltkriege und seinen opfervollen Anforderungen an die gesamte Bevölkerung entnehmen können und müssen, gehört unzweifelhaft auch jene von der Wichtigkeit, unsere Jugend schon in der Schule im patriotischen Geiste zu erziehen, ihr Kenntnis und Liebe ihres engeren und weiteren Vaterlandes einzuimpfen und schon in die Kindesseele alle jene Keime zu pflanzen, aus denen sich jene herrlichen Manneseigenschaften entwickeln, welche den jungen Mann befähigen sollen, als glühender Patriot, beseelt von Liebe und Pflichttreue gegenüber dem angestammten Herrscherhause und dem Vaterlande, seine staatsbürgerlichen Pflichten gerne und gewissenhaft zu erfüllen und gegebenenfalls auch Leben und Gesundheit für diese Ideale zu opfern.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2180,"Als der Tisch voll geworden war und ich trunkenen Blickes hinschaute auf die vieltürmige Stadt und ihre belebten Gassen, die ich gegründet und wie ein Schutzgeist beschirmte, dachte ich: Die Männlein und Weiblein tun zuviel miteinander um.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2181,"Erst als er die große Stadt vor sich sah, schrie er wieder in das Telefon.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2182,"Schon an seinen leuchtenden Augen erkannten Tressens, daß er Günstiges zu melden habe, und er platzte denn auch gleich damit heraus.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2183,"Es war gut, daßjust Veit in das Turmstübchen kam, denn sonst wäre Kasperle wohl vor Neugier noch aus dem Fenster gepurzelt.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2184,Sie lachte plötzlich wieder und legte ihre langen schmalen Sporthände auf dem Tisch ineinander.,nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2185,"Endlich wurde er am Fenster sichtbar, er trug sie auf den Schultern wie ein junges Lamm.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2186,Die beiden Zimmer für uns habe ich im Hotel bereits aufgenommen.,nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2187,"Auf dem Flett traf sie ihn, wie er vor dem Fenster stand und nachdenklich auf den Hof hinaussah.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False
2188,"–Das war der Salon in der Kopenhagener Straße, Hof, Quergebäude.""*Freiheit.",ja,1,,,,set_6_gt,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2189,"""Wir hatten jetzt das Bierhaus erreicht und nahmen wieder an einem Tische Platz.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2190,"Im Augenblick befand er sich auch dort und wollte in die Stadt: wie er aber vors Tor kam, wollten ihn die Schildwachen nicht einlassen, weil er seltsame und doch so reiche und prächtige Kleider anhatte.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,"""Wir kehren in das Krankenzimmer zurück, suchen das Rezept, finden es aber in der Dämmerung des wolkigen, schweren Abends nicht.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
2192,"Wieder einmal saß Fritz am Fenster, blickte über den See hinweg in das erlöschende Abendrot, blickte auf zu den funkelnden Sternen, aber die ewige Ruhe und Heiterkeit, 296 die aus der Unendlichkeit herabwehte, stillte das bange Klopfen seines Herzens nicht.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2193,"Just über meinem Fenster wohnt er, Und meinen loyalen Sinn belohnt er Alltäglich durch die Plauderei Von tausendfachem Allerlei.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2194,"Er hatte sich jetzt den größten Zeichenblock beigebogen, der sich unter den Requisiten der Ingenieure fand, saß jeden Tag auf einem andern Stein, mitten in der Prallsonne, und fertigte nach und nach ein ganzes Bergpanorama von der Gegend an, daß man schließlich ein wahrheitsgetreues Rundbild vor sich hätte, und jeder glauben müßte, die Wegwacht leibhaftig vor sich zu sehen, wenn er die einzelnen Blätter rings herum im Zimmer aufstellte und sich in die Mitte setzte.",nein,0,,,,set_6_gt,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False
2195,"Seine Eltern hatten schon eine Woche früher die Stadt verlassen, waren in die Sommerferien gefahren, weil Pauls Mutter erklärt hatte:""Ich will nicht zurückbleiben, wenn Paul für so lange Zeit von uns wegfährt!",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2196,"Als er vorüber war, wendete er den Kopf und sah nichts als die ununterbrochene Spur seiner Schritte gerade über den Platz, wo die Brust des Phantoms gelegen hatte.",nein,0,,,,set_6_gt,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2197,"Plötzlich ward der schwere Wagen in jäher Bewegung nach rückwärts gerissen: das vorderste Roß stieß nicht ein Wiehern, einen Schrei tödlichen Schreckens aus, fuhr zurück auf die beiden anderen, bäumte sich, stieg – –: Wagen und Rosse schienen von der erhöhten Straße in den Thalgrund herunter stürzen zu müssen.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2198,Monich wollte ihn wenigstens bis an die Haustür begleiten.,nein,0,,,,set_6_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2199,"Es war gute Schlittenbahn, ich stand im großen Saal am Fenster und hörte noch den Schellen ihres Schlittens zu, die man bei uns ja so weit von der Landstraße hört, da kam mein Bruder aus seinem Zimmer, setzte sich an den Kamin, stocherte mit der Zange in den Kohlen herum und murmelte so vor sich hin: ›Auf dem Posten bleiben will keine.",nein,0,,,,set_6_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2200,"Da aber hörte ich, daß sich ein Fenster im Zimmer Ulrikes öffnete, und ich wollte dem schönen Mädchen zurufen, sie solle fliehen und sich verbergen, als ich sah, wie ein eben solcher Tierkopf, nur viel kleiner als der des Ungeheuers auf dem See draußen, sich aus dem Fenster reckte.",nein,0,,,,set_6_gt,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2201,"Jetzt erst wurde meine Vaterstadt an die große Welt da draußen angeknüpft, und durch meine Handlungsgehilfenhand straffte sich soeben eines der bescheidenen Fädchen, die das Schicksal einer Stadt bedeuten – plusterte sich in mir der Kolonialstolz auf.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202,"Diotima suchte nach einem Platz, wo man nicht von den Leuten, die herumstreiften, gehört würde.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2203,"Das kleine Fenster war in die Höhe geschoben und mit dem Klappern der Mühlräder drang eine köstlich erfrischende, mit feinstem Wasserstaub untermischte Luft herein.",ja,1,,,,set_7_gt,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True
2204,"""Als sie in die Stadt hinab kamen, dämmerte es schon durch die Gassen.",nein,0,,,,set_7_gt,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2205,“ Günther legte den Brief vor sich auf den Tisch und schaute wieder auf den Hof hinaus.,nein,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2206,"Und jetzt eben, auf dem Weg hierher, – wen treffe ich auf der großen Straße hierher?",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2207,"Als sie mit dem Melkgerät das Zimmer verlassen hatte, blieb er stehen und horchte.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2208,Am offenen Fenster stand Gertrud; sie war im Hemd und bloßfüßig.,nein,0,,,,set_7_gt,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2209,"Und meinetwegen, so werde ich es halt sehen; aber es interessiert mich blutwenig, Beineberg!",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2210,"Ich drang darauf, daß ich ihn sprechen müsse, und nun zeigte sich, daß er gar nicht im Bett gelegen hatte.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2211,"Dein Bett ist dort hinten, Brechtle.",ja,1,,,,set_7_gt,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2212,"""Sie wollen mich auf einen sichern Platz in der Gesellschaft heben?",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2213,"""Bleiben Sie am Fenster,"" flüsterte Herr Müller,""und achten Sie genau, auf welcher Seite er in unseren Waggon steigt.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2214,"– –Als sie wieder erwachte, brannte Licht im Zimmer; im Schein der kleinen Küchenlampe sah sie ihren Mann angekleidet am Tisch sitzen und einen Brief lesen.",teilweise,0,,,,set_7_gt,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2215,"Der Ilgisser Fabrikant Eisen war mit seinem jungen, schlanken Bengel in die Stadt gekommen.",nein,0,,,,set_7_gt,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2216,"Er war ein hübscher junger Asiat und liebte es, unerforschte Teile der Erde zu durchreisen.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2217,"Ich werde dem Fremden ein Zimmer anweisen, welches seinem Range angemessen ist.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2218,"Jeanne, die das Talent hatte, alles zu sehen und zu hören, auch wenn sie mit ganz anderen Dingen beschäftigt schien, war die leise Bemerkung Tournehems und das Augenspiel ihrer Mutter nicht entgangen, obwohl sie seit einer ganzen Weile schon gegen das Fenster lehnte.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2219,"Die Mütter holten ihre Kinder und hoben sie hoch, damit sie auch etwas von der Herrlichkeit sehen konnten, alte, erfahrene Frauen, die da wußten, daß""so wat lange dauerte"", schleppten Fensterpolster herbei, und der Herr Rentier, drüben aus der Beletage, putzte sogar einen Ferngucker und richtete ihn auf die Kellertür.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2221,"Während er das Zimmer mit unsicheren Schritten durchquerte, zog er seinen Rock und das Oberhemd aus, und bevor er den Schalter umdrehte, lehnte er sich an die Wand und zog die Schuhe aus.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2222,"‹ Sie schwieg für einen Augenblick, erhob das Auge wie in weite Ferne und fuhr dann fort: ›Wenn einst die Macht der""Menschlichkeit"" im Herzen aller Welt so groß, so stark geworden ist, daß ein Christenpriester einen Heidenpriester segnen darf, ohne darob selbst verflucht zu werden, dann ist die Stunde da, in der das Paradies zum Himmelreiche wird, zum Reiche Gottes hier auf dieser Erde!",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2223,"""Der Herr Professor war vor Aufregung ganz rot geworden, er war aufgestanden und ging mit starken Schritten im Zimmer auf und ab.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2224,"Während Husch zum Weihnachtsbaum hintänzelt, springt Fitzebutze wieder empor und nähert sich mit grotesken Geberden (automatenhaft im Takt der Musik) den mondbeleuchteten Betten; sein Ziehseil schleift wie ein Teufelschwanz hinter seinen Beinen her.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2225,"Aller Augen richteten sich auf mich – und da entschloß ich mich. Ich drängte mich durch die Menge bis zum Katheder vor und nahm wieder denselben Platz ein, von dem aus ich am letzten Male gesprochen hatte.",nein,0,,,,set_7_gt,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2226,"""""Doch nicht so groß, als es scheint... Ich erhielt einen anonymen Brief... Eilbrief, – – heute in aller Frühe... Man riet mir, aus deinem Tresor den Umschlag""Irmi"" herauszunehmen, und da ich den Schlüssel, den Nachschlüssel, bereits...""Neben uns erschien durch das Fenster eine neue Gestalt, die von dem Pseudopudel""Scylla"" mit eifrigstem Schwanzwedeln begrüßt wurde.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2227,"gebraucht hatte, zu verbrennen; daß die Wände des Zimmers, das er innegehabt, erst sorgfältig abgekratzt, dann geweißt worden sind, und daß man die Vorsicht sogar so weit trieb, alle Mauersteine zu lockern und einen nach dem anderen aufzuheben, aus Angst, er könne irgendwo einen Zettel versteckt oder sonst ein Zeichen gemacht haben, wodurch er kenntlich würde.",nein,0,,,,set_7_gt,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2228,"Die hohe Rückenlehne des Sessels verdeckt Giuliano, er kann vom Fenster aus nicht gesehn werden, kann aber auch selber nicht sehn, mit wem Semiramide spricht.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False
2229,Nach einer Viertelstunde trat sie in das Schlafzimmer ihrer Eltern.,nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2230,"Er ging auf sein Zimmer, legte einen Bogen Briefpapier vor sich hin, und das Datum und die Ansprache flossen ihm leicht aus der Feder, auch die erste Seite bedeckte bald ein umständlicher Wetterbericht; mit der zweiten ging's schon etwas langsamer; die Nachrichten über den Gebrauch der Kur mußten vorsichtig gebracht werden; die Gefahr, in früheren Briefen schon Gesagtes zu wiederholen, war groß.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2231,"Im Coupee mit uns saßen entzükkende Hochzeitsreisende, gegen die ich mich liebenswürdig erwies, indem ich meist zum Fenster hinaussah.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2232,"Die Kerzen erbleichten, und die Orgel überbrauste mit ihrem Donner den Lärm der Straße.",teilweise,0,,,,set_7_gt,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2233,"Geschehe Keines von Beiden, so werde er den Kasten, in dem er die Geheimnisse der Bande bewahre, weit aufsperren und die Väter der Stadt einladen, sich den Inhalt zu beschauen.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2234,"Ich hatte etwas geradezu Haarsträubendes geleistet, allerdings ganz ahnungslos: Das Werk war nämlich der""patriotischen"" Verherrlichung des""Sieges"" über China gewidmet, und während ganz Europa unter dem Donner der begeisterten Hipp, Hipp, Hurra und Vivat erzitterte, hatte ich mein armes, kleines, dünnes Stimmchen erhoben und voller Angst gebettelt:""Gebt Liebe nur, gebt Liebe nur allein!""",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2235,"""""Ja, dann ist es doch vielleicht Großhändler Myhlenbergs kleiner Hund gewesen.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2237,"Ehe sie noch vollends vorbei war, tat sich die Tür auf und Werner erschien ebenfalls zum Ausgange bereit.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2238,"Der zweite MordOhne sich um des Mädchens steigende Angst und Ungeduld zu kümmern, fuhr der Detektiv fort, indem er den Ring einsteckte:""Als ich vorhin, nachdem ich diesen kleinen Ring im Zimmer des Rechtsanwalts gefunden hatte, die Kaufmannsfrau fragte, ob gestern abend jemand den Rechtsanwalt habe sprechen wollen, nachdem er um halb acht Uhr anscheinend auf sein Zimmer gegangen, tatsächlich aber ausgegangen war, zögerte sie mit der Antwort.",nein,0,,,,set_7_gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2239,"""Das ist das Fenster,"" sagte White Mason,""jenes, unmittelbar zur Rechten der Zugbrücke.",nein,0,,,,set_7_gt,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
